Brand;Name;Length (mm);Width (mm);Height (mm);Weight (g);Shape;Hump placement;Front flare;Side curvature;Hand compatibility;Thumb rest;Ring finger rest;Material;Connectivity;Sensor;Sensor technology;Sensor position;DPI;Polling rate;Tracking speed (IPS);Acceleration (G);Side buttons;Middle buttons
Logitech;M650 L Left;118.7;66.2;42.0;115.4;Symmetrical;Flat;No;Back - minimal;Left;Outward - moderate;No;Plastic;Wireless;Logitech Advanced Optical Tracking;Optical;Centered (48%);4000;125;-;-;2;0
Logitech;M650;108.2;61.0;38.8;101.4;Symmetrical;Flat;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;Logitech Advanced Optical Tracking;Optical;Centered (48%);4000;125;-;-;2;0
G-Wolves;Fenrir Max 8K;75.0;61.0;31.0;22.4;Symmetrical;Back - aggressive;Inward - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;-;30000;8000;750;50;2;0
G-Wolves;Fenrir Asym 8K;75.0;63.0;27.0;20.3;Hybrid;Back - aggressive;Inward - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;-;30000;8000;750;50;2;0
Teevolution;Terra;124.7;68.7;42.6;49.0;Ergonomic;No;Inward;Outward - moderate;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (55%);30000;8000;750;50;2;0
GravaStar;Mercury X Pro;124.6;63.5;40.5;49.0;Symmetrical;Flat;No;Back - minimal;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3950;Optical;Centered (50%);32000;8000;750;50;2;0
GravaStar;Mercury X;124.6;63.5;40.5;49.0;Symmetrical;Flat;No;Back - minimal;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3950;Optical;Centered (50%);32000;1000;750;50;2;0
MCHOSE;G7 Pro;129.4;74.6;41.1;55.0;Ergonomic;Center;Flat;Flat;Right;Yes;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;0
MCHOSE;G7;129.4;74.6;41.1;59.0;Ergonomic;Center;Flat;Flat;Right;Yes;No;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (53%);12000;1000;300;35;2;0
Kysona;Uranus Pro;118.0;69.0;39.0;54.0;Ergonomic;Flat;Flat;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;8000;650;50;2;1
Pulsar;X2 v3 Mini;116.0;61.0;37.0;51.0;Symmetrical;Flat;Flat;No;Right;No;Back - moderate;Plastic;Wireless;Pulsar XS-1;Optical;Front - minimal (55%);32000;8000;750;50;2;0
MCHOSE;M7 Ultra;123.4;65.4;39.2;55.0;Symmetrical;Outward - slight;Flat;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (53%);42000;8000;750;50;2;0
Delux;M900 Mini Ultra;119.0;65.4;40.3;45.0;Ergonomic;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);30000;8000;750;50;2;0
WLmouse;Beast X Mini Pro;116.0;58.0;35.0;34.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3950 HS;Optical;Centered (52%);30000;8000;750;50;2;0
WLmouse;Beast X Pro;122.0;62.0;37.0;39.0;Symmetrical;Center;Inward;Outward - moderate;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3950 HS;Optical;Centered (52%);30000;8000;750;50;2;0
WLmouse;Strider;121.5;66.0;38.0;45.0;Symmetrical;Outward - slight;No;No;Right;Inward - aggressive;Back - moderate;Magnesium (metal);Wireless;PixArt PAW3950 HS;Optical;Front - moderate (56%);30000;8000;750;50;2;0
NZXT;Lift Elite Wireless;118.8;60.8;38.3;57.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;8000;650;50;2;0
LAMZU;Tachi;120.0;63.0;38.0;49.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3950;Optical;Front - minimal (53%);30000;8000;750;50;2;0
strayfe;M55 Pro 8k;123.5;61.5;39.0;55.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
ATK;X1;127.0;64.0;40.0;54.0;Symmetrical;Outward - slight;Inward;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;8000;650;50;2;0
Waizowl;OGM Cloud XS;117.0;63.0;36.0;45.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (55%);30000;8000;750;50;2;0
cOoLm0Dz;OPt1p;95.7;62.5;37.0;30.0;Symmetrical;Back - aggressive;Flat;Flat;Ambidextrous;No;No;Plastic;Wired;PixArt PAW3395;Optical;Back - minimal (44%);26000;8000;650;50;0;0
Pulsar;X2 CrazyLight;116.0;61.0;37.0;35.0;Symmetrical;Flat;Flat;No;Right;No;Back - moderate;Plastic;Wireless;Pulsar XS-1;Optical;Front - minimal (55%);32000;8000;750;50;2;0
IPI;Float;119.5;60.9;37.0;42.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Carbon fiber composite;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;8000;650;50;2;0
Razer;Imperator;123.0;71.0;42.0;139.0;Ergonomic;Center;Inward;Outward - moderate;Right;Yes;No;Plastic;Wired;Razer Razer 4G;Optical;Centered (50%);6400;1000;200;50;2;2
PHYLINA;S480;118.0;61.0;40.0;36.0;Symmetrical;Flat;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);30000;8000;750;50;2;0
Pulsar;X2H v3 Mini;115.6;62.4;37.9;51.0;Symmetrical;Back - aggressive;Inward;Outward - slight;Right;No;No;Plastic;Wireless;Pulsar XS-1;Optical;Front - minimal (55%);32000;8000;750;50;2;0
Pwnage;StormBreaker V2;122.0;64.0;42.0;50.0;Ergonomic;Center;Inward;Outward - moderate;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Adjustable (48-62%);26000;8000;650;50;2;0
Redragon;M995 Pro;126.0;63.8;39.9;51.0;Symmetrical;Outward - slight;Flat;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - aggressive (60%);26000;1000;650;50;2;1
Redragon;M995;126.0;63.8;39.9;51.0;Symmetrical;Outward - slight;Flat;Back - minimal;Right;No;No;Plastic;Wired;PixArt PAW3395;Optical;Front - aggressive (60%);26000;1000;650;50;2;1
Amazon;Basics Mouse;109.0;61.0;34.3;52.0;Symmetrical;Inward - moderate;Flat;No;Ambidextrous;No;Back - moderate;Plastic;Wired;-;-;Front - moderate (59%);1000;125;-;-;0;0
HyperX;Pulsefire Warp;120.0;65.4;37.8;74.0;Symmetrical;Outward - slight;Flat;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Centered (49%);16000;1000;400;40;2;1
Redragon;M991;128.3;74.5;42.0;122.0;Ergonomic;Outward - slight;Flat;Yes;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3370;Optical;Centered (51%);19000;1000;400;50;2;3
Redragon;M810 Pro;128.3;74.5;42.0;-;Ergonomic;Outward - slight;Flat;Yes;Right;No;Back - moderate;Plastic;Wireless;PixArt PMW3325;Optical;Centered (51%);10000;1000;100;20;2;3
Zaopin;Z2 Max;123.0;64.3;39.5;65.0;Ergonomic;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (57%);30000;8000;750;50;2;0
Zaopin;Z1 Pro Max;109.5;62.0;38.5;52.0;Symmetrical;Inward - moderate;Inward;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);30000;8000;750;50;2;0
Redragon;M693;130.0;60.0;43.0;90.0;Ergonomic;Flat;Flat;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3104;Optical;Front - moderate (56%);8000;1000;45;15;2;2
VAXEE;ZYGEN NP-01S V2 Wireless;120.0;63.0;37.0;57.0;Hybrid;No;Inward;Outward - moderate;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);3200;4000;750;50;2;0
TMKB;Falcon M1SE;124.8;62.9;40.5;75.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wired;PixArt PMW3325;Optical;Centered (52%);12800;1000;100;20;2;1
Redragon;M656 Gainer;128.5;74.0;41.0;138.4;Ergonomic;Center;Flat;Flat;Right;Yes;No;Plastic;Wired;PixArt PAW3104;Optical;-;3200;500;45;15;2;2
AULA;SC800;116.5;61.5;38.7;37.0;Symmetrical;Outward - slight;Flat;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Redragon;M913 Impact Elite;122.5;92.0;42.0;128.0;Ergonomic;Center;Flat;Outward - slight;Right;Yes;Yes;Plastic;Wireless;PixArt PAW3335;Optical;Front - aggressive (61%);16000;1000;400;40;12;2
Redragon;M908 Impact;122.5;92.0;42.0;117.0;Ergonomic;Center;Flat;Outward - slight;Right;Yes;Yes;Plastic;Wired;PixArt PAW3327;Optical;Front - aggressive (61%);12400;1000;220;30;12;2
Madlions;Mad G Max;124.5;65.8;39.7;48.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;0
Madlions;Mad G;124.5;65.8;39.7;43.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;0
Mountain;Makalu Max;126.0;70.0;43.0;110.0;Ergonomic;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (53%);19000;1000;400;50;3;2
Kysona;Mars SE;123.1;66.3;42.8;57.0;Ergonomic;Center;Flat;Outward - moderate;Right;No;No;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (55%);24000;1000;300;35;2;0
Logitech;M240;99.0;60.0;39.0;73.8;Symmetrical;Flat;No;Outward - moderate;Ambidextrous;No;Back - moderate;Plastic;Wireless;-;-;Back - moderate (40%);4000;125;-;-;0;0
PMM;Fuse 8K;123.0;62.3;40.6;37.0;Symmetrical;Back - aggressive;Inward;Outward - slight;Right;No;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;2;0
Zowie;ZA13-DW;121.7;62.8;40.2;65.0;Symmetrical;Back - aggressive;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (56%);3200;4000;750;50;2;0
Zowie;FK2-DW;125.1;64.9;36.4;65.0;Symmetrical;Center;Inward;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (56%);3200;4000;750;50;2;0
Zowie;U2-DW;123.3;64.3;38.1;60.0;Symmetrical;Outward - slight;Inward;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (56%);3200;4000;750;50;2;0
Zowie;S2-DW;120.0;64.2;38.1;65.0;Symmetrical;Outward - slight;Inward;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);3200;4000;750;50;2;0
Delux;M900 Mini Pro;119.0;65.4;40.3;40.0;Ergonomic;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;2;0
Logitech;M190;115.4;66.1;40.3;89.9;Symmetrical;Inward - moderate;No;Outward;Ambidextrous;No;Back - moderate;Plastic;Wireless;-;-;Centered (47%);1000;125;-;-;0;0
Pulsar;X2H v3;120.4;65.0;39.1;53.0;Symmetrical;Back - aggressive;Inward;Outward - slight;Right;No;No;Plastic;Wireless;Pulsar XS-1;Optical;Front - minimal (55%);32000;8000;750;50;2;0
Pulsar;X2A v3;120.0;63.0;38.0;57.0;Symmetrical;Flat;Flat;No;Ambidextrous;No;Back - moderate;Plastic;Wireless;Pulsar XS-1;Optical;Front - minimal (55%);32000;8000;750;50;2;0
Pulsar;X2 v3;120.0;63.0;38.0;53.0;Symmetrical;Flat;Flat;No;Right;No;Back - moderate;Plastic;Wireless;Pulsar XS-1;Optical;Front - minimal (55%);32000;8000;750;50;2;0
ThundeRobot;ML6 Pro;126.4;66.1;40.2;57.0;Ergonomic;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;1
Zaopin;Z2 Mini Max 8K;116.5;62.0;37.8;56.0;Ergonomic;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (57%);30000;8000;750;50;2;0
Zaopin;Z2 Mini 4K;116.5;62.0;37.8;56.0;Ergonomic;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;4000;650;50;2;0
Zaopin;Z2 Mini;116.5;62.0;37.8;56.0;Ergonomic;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;1000;650;50;2;0
Fantech;Go XD5;120.0;64.0;40.0;72.0;Ergonomic;Center;Flat;No;Right;No;Outward - aggressive;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (55%);19000;1000;400;50;2;1
SteelSeries;Rival 710;124.8;76.2;41.7;135.0;Ergonomic;Flat;Flat;No;Right;No;Back - moderate;Plastic;Wired;SteelSeries TrueMove 3;Optical;Back - moderate (41%);12000;1000;350;50;2;1
Edifier;Hecate G5M Pro;125.0;63.0;40.0;65.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;0
Edifier;Hecate G5M;125.0;63.0;40.0;63.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Pulsar;Xlite v4 Large;126.0;69.5;44.5;58.0;Ergonomic;Center;Inward;Outward - moderate;Right;No;No;Plastic;Wireless;Pulsar XS-1;Optical;Front - moderate (56%);32000;8000;750;50;2;0
Endgame Gear;OP1w 4k;118.2;60.5;37.2;58.5;Symmetrical;Flat;Flat;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;0
EVGA;X20;122.7;70.3;44.5;123.0;Ergonomic;Outward - slight;Flat;Yes;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3335;Optical;Centered (50%);16000;1000;400;40;3;2
EVGA;X17;122.7;70.3;44.5;103.0;Ergonomic;Outward - slight;Flat;Yes;Right;No;Back - moderate;Plastic;Wired;PixArt PMW3389;Optical;Centered (50%);16000;8000;400;50;3;2
EVGA;X15;123.5;71.7;42.7;110.0;Ergonomic;Flat;No;Back - minimal;Right;Yes;Outward;Plastic;Wired;PixArt PMW3389;Optical;Centered (52%);16000;8000;400;50;10;2
EVGA;X12;123.0;70.0;41.0;75.0;Symmetrical;Center;Flat;Inward - aggressive;Ambidextrous;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (55%);16000;8000;400;50;2;1
MCHOSE;AX5 V2;121.6;61.5;37.7;54.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3950;Optical;Front - moderate (56%);42000;8000;750;50;2;0
Darmoshark;M3S MAX;122.7;62.5;37.8;52.0;Symmetrical;Flat;Back - moderate;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Centered (52%);30000;8000;750;50;2;0
Pulsar;X2A Wired;120.0;63.0;38.0;56.0;Symmetrical;Flat;Back - moderate;Flat;Ambidextrous;No;No;Plastic;Wired;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Pulsar;X2 Wired;120.0;63.0;38.0;51.0;Symmetrical;Flat;Back - moderate;Flat;Right;No;No;Plastic;Wired;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Akko;AG ONE 8K;125.0;67.0;37.0;65.0;Symmetrical;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;8000;650;50;2;1
Akko;AG One NearLink;125.0;67.0;37.0;72.0;Symmetrical;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;8000;650;50;2;1
Akko;AG325W;125.0;67.0;37.0;65.0;Symmetrical;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;-;-;Front - moderate (57%);1600;1000;-;-;2;1
Akko;AG325C;125.0;67.0;37.0;80.5;Symmetrical;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wired;PixArt PMW3325;Optical;Front - moderate (57%);12800;1000;100;20;2;1
Akko;AG325;125.0;67.0;37.0;80.5;Symmetrical;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wired;PixArt PMW3325;Optical;Front - moderate (57%);10000;1000;100;20;2;1
Dareu;A955;125.0;72.0;41.0;93.0;Ergonomic;Center;Flat;Flat;Right;No;Yes;Plastic;Wireless;Dareu AIM-WL;Optical;Centered (52%);12000;1000;300;35;2;1
ATK;Fierce X;119.6;60.9;36.2;42.0;Symmetrical;Flat;Back - minimal;No;Right;No;Outward - moderate;Magnesium (metal);Wireless;PixArt PAW3950 Ultra;Optical;Front - minimal (55%);42000;8000;750;50;2;0
ATK;F1 Extreme;118.2;62.4;38.8;35.0;Symmetrical;No;Back - minimal;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3950 Ultra;Optical;Centered (51%);42000;8000;750;50;2;0
ATK;X1 Ultimate;127.0;64.0;40.0;51.0;Symmetrical;No;Back - minimal;Outward - slight;Right;No;Inward;Plastic;Wireless;PixArt PAW3950 Ultra;Optical;Centered (51%);42000;8000;750;50;2;0
MCHOSE;L7 Ultra;115.6;60.6;36.0;39.0;Symmetrical;Flat;Back - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Centered (52%);42000;8000;750;50;2;0
8BitDo;Retro R8;115.0;58.0;39.4;77.0;Symmetrical;Flat;Back - moderate;Flat;Ambidextrous;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;8000;650;50;2;0
ANTGAMER;AGM535R;124.3;68.0;38.7;56.0;Symmetrical;Flat;Back - minimal;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;-;30000;8000;750;50;2;0
RAKK;Talan Aero;120.0;62.5;38.5;55.0;Symmetrical;No;Back - minimal;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
VAXEE x Ninjutso;Sora 4K;120.8;64.5;37.3;59.0;Symmetrical;No;Back - moderate;Outward - slight;Right;No;Inward;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);3200;4000;750;50;2;0
Scyrox;V6;119.0;61.0;40.0;40.0;Symmetrical;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (56%);30000;8000;750;50;2;0
Motospeed;X6 Max;122.0;65.5;38.0;43.0;Symmetrical;Flat;Back - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (56%);30000;8000;750;50;2;0
Motospeed;X6;122.0;65.5;38.0;46.0;Symmetrical;Flat;Back - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
Ragnok;ErgoStrike7;144.5;77.5;126.0;180.0;-;-;Yes;-;Right;-;Yes;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;3;1
Fantech;Aria E;113.5;65.0;38.3;59.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (54%);12000;1000;300;35;2;0
Aigo;GM80 Pro;113.0;62.0;39.0;48.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;0
Aigo;GM80 Plus;113.0;62.0;39.0;52.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (53%);12000;1000;300;35;2;0
Aigo;GM80;113.0;62.0;39.0;48.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (53%);12000;1000;300;35;2;0
PMM;CYBER ZK;78.4;59.7;25.6;23.0;Symmetrical;Flat;Back - moderate;Inward - slight;Ambidextrous;No;No;Plastic;Wired;PixArt PAW3395;Optical;-;26000;8000;650;50;0;0
Ragnok;2 (FireGrip);125.0;85.0;106.0;120.0;-;-;Yes;-;Right;-;No;Plastic;Wireless;PixArt PAW3335;Optical;-;16000;1000;400;40;1;1
Pwnage;Trinity CF;118.0;60.0;39.0;37.0;Symmetrical;No;Back - minimal;Inward;Right;No;Outward - moderate;Carbon fiber composite;Wireless;PixArt PAW3950;Optical;Adjustable (47-62%);30000;8000;750;50;2;0
Pulsar;Feinmann F01;118.6;65.3;41.7;46.0;Ergonomic;Center;Outward - moderate;Inward;Right;No;No;Magnesium (metal);Wireless;Pulsar XS-1;Optical;Front - minimal (55%);32000;8000;750;50;2;0
Razer;Abyssus Essential;114.7;63.0;37.3;78.0;Symmetrical;Flat;Back - moderate;Inward - aggressive;Ambidextrous;No;No;Plastic;Wired;-;-;Centered (52%);7200;1000;-;-;0;0
Dareu;A950 Air;119.5;63.0;38.0;35.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Centered (50%);30000;8000;750;50;2;0
Endgame Gear;XM2w 4k;122.0;66.0;38.5;62.0;Symmetrical;No;Back - moderate;Outward - slight;Right;No;Inward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;0
Endgame Gear;XM2 8k;122.0;66.0;38.5;52.0;Symmetrical;No;Back - moderate;Outward - slight;Right;No;Inward - aggressive;Plastic;Wired;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
Endgame Gear;OP1 8k;118.2;60.5;37.2;51.0;Symmetrical;Flat;Back - moderate;Flat;Right;No;No;Plastic;Wired;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
MCHOSE;L7 Pro;115.6;60.6;36.0;39.0;Symmetrical;Flat;Back - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;8000;650;50;2;0
MCHOSE;L7;115.6;60.6;36.0;39.0;Symmetrical;Flat;Back - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;8000;650;50;2;0
LTC;GM022;119.5;62.0;40.0;58.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Fantech;Aria II Pro;113.5;65.0;38.3;53.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;2;0
Fantech;Aria II;113.5;65.0;38.3;53.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
MCHOSE;A7 Ultra;125.8;63.2;39.8;59.0;Symmetrical;Center;Flat;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);42000;8000;750;50;2;0
Swiftpoint;Z2;130.0;90.0;40.0;117.0;Ergonomic;Flat;Back - moderate;Flat;Right;Yes;Yes;Plastic;Wired;PixArt PAW3395;Optical;Back - minimal (46%);26000;1000;650;50;2;4
Swiftpoint;Creator;130.0;90.0;40.0;117.0;Ergonomic;Flat;Back - moderate;Flat;Right;Yes;Yes;Plastic;Wired;PixArt PMW3360;Optical;Back - minimal (46%);12000;1000;250;50;2;4
Swiftpoint;Tracer;130.0;90.0;40.0;117.0;Ergonomic;Flat;Back - moderate;Flat;Right;Yes;Yes;Plastic;Wired;PixArt PMW3360;Optical;Back - minimal (46%);12000;1000;250;50;2;4
G-Wolves;HTS Ultra 8K;113.0;61.0;40.0;29.5;Symmetrical;No;Back - minimal;Outward - slight;Right;No;Inward;Plastic;Wireless;PixArt PAW3950;Optical;Front - aggressive (60%);30000;8000;750;50;2;0
Pulsar;Xlite v4 Medium;122.0;66.0;43.0;54.0;Ergonomic;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;Pulsar XS-1;Optical;Front - moderate (56%);32000;8000;750;50;2;0
Pulsar;Xlite v4 Mini;115.6;63.4;40.7;52.0;Ergonomic;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;Pulsar XS-1;Optical;Front - moderate (56%);32000;8000;750;50;2;0
MACHENIKE;M7 Pro;124.0;62.0;38.0;75.0;Symmetrical;Flat;Back - minimal;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
MACHENIKE;L8 Max;128.7;68.5;43.5;66.0;Ergonomic;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (48%);26000;1000;650;50;2;0
MACHENIKE;L8 Air;117.5;62.6;38.3;58.0;Ergonomic;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;0
MACHENIKE;L8 Pro;122.0;72.0;39.0;83.0;Ergonomic;Center;Flat;Outward - slight;Right;Yes;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (47%);26000;1000;650;50;2;1
Rapoo;VT9 Pro 4K;124.8;67.1;38.7;68.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3398;Optical;Centered (51%);26000;4000;650;50;2;2
AULA;SC580;119.0;62.0;38.0;81.9;Symmetrical;Center;Outward - moderate;Inward;Right;No;No;Plastic;Wireless;PixArt PMW3325;Optical;Centered (48%);10000;1000;100;20;2;0
Lenovo;Legion M410;127.8;65.0;39.0;100.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Front - minimal (55%);16000;1000;400;40;2;1
PMM;CYBER 4.1;78.9;60.5;29.0;20.2;Symmetrical;Flat;Back - moderate;Outward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;8000;650;50;2;0
Xiaomi;X1;125.3;63.4;40.6;65.0;Symmetrical;No;Back - moderate;Outward - slight;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;0
